BusStopName,BusStopID,BusRouteName,BusRouteID,NumberOfDirections,PeakHourFq,PeakHourFq_less,RefBusStop,RefDirection,DailyFq,TransitType
新大橋,416,錦11,51,2,2,2,錦糸町駅前,築地駅前,,B
菊川一丁目,412,錦11,51,2,2,2,錦糸町駅前,築地駅前,,B
浜町二丁目,424,錦11,51,2,2,2,錦糸町駅前,築地駅前,,B
浜町中の橋,427,錦11,51,2,2,2,錦糸町駅前,築地駅前,,B
菊川駅前,410,錦11,51,2,2,2,錦糸町駅前,築地駅前,,B
菊川三丁目,409,錦11,51,2,2,2,錦糸町駅前,築地駅前,,B
住吉一丁目,408,錦11,51,2,2,2,錦糸町駅前,築地駅前,,B
江東橋五丁目,393,錦11,51,1,2,2,錦糸町駅前,築地駅前,,B
住吉駅前,407,錦11,51,1,2,2,錦糸町駅前,築地駅前,,B
江東橋一丁目,379,錦11,51,1,2,2,錦糸町駅前,築地駅前,,B
毛利二丁目,389,錦11,51,1,2,2,錦糸町駅前,築地駅前,,B
江東橋,368,錦11,51,1,2,2,錦糸町駅前,築地駅前,,B
錦糸堀,374,錦11,51,1,2,2,錦糸町駅前,築地駅前,,B
錦糸町駅前,363,錦11,51,2,2,2,錦糸町駅前,築地駅前,,B
亀戸一丁目,360,錦11,51,2,2,2,錦糸町駅前,築地駅前,,B
亀戸駅通り,357,錦11,51,1,2,2,錦糸町駅前,築地駅前,,B
亀戸駅前,338,錦11,51,1,2,2,錦糸町駅前,築地駅前,,B
江東車庫前,362,"錦11,",51,2,2,2,錦糸町駅前,築地駅前,,B
住吉一丁目,408,錦13,52,2,8,8,猿江一丁目,錦糸町駅前,,B
猿江一丁目,426,錦13,52,2,8,8,猿江一丁目,錦糸町駅前,,B
江東橋五丁目,393,錦13,52,1,8,8,猿江一丁目,錦糸町駅前,,B
住吉駅前,407,錦13,52,1,8,8,猿江一丁目,錦糸町駅前,,B
江東橋一丁目,379,錦13,52,1,8,8,猿江一丁目,錦糸町駅前,,B
毛利二丁目,389,錦13,52,1,8,8,猿江一丁目,錦糸町駅前,,B
江東橋,368,錦13,52,1,8,8,猿江一丁目,錦糸町駅前,,B
錦糸堀,374,錦13,52,1,8,8,猿江一丁目,錦糸町駅前,,B
錦糸町駅前,363,錦13,52,1,8,8,猿江一丁目,錦糸町駅前,,B
錦糸町駅前,363,錦18,53,1,5,5,亀戸一丁目,錦糸町駅前,,B
江東車庫前,362,錦18,53,2,5,5,亀戸一丁目,錦糸町駅前,,B
亀戸一丁目,360,錦18,53,2,5,5,亀戸一丁目,錦糸町駅前,,B
亀戸駅通り,357,錦18,53,2,5,5,亀戸一丁目,錦糸町駅前,,B
住吉駅前,407,錦22,54,2,1,1,毛利二丁目,錦糸町駅前,,B
毛利二丁目,389,錦22,54,2,1,1,毛利二丁目,錦糸町駅前,,B
錦糸堀,374,錦22,54,1,1,1,毛利二丁目,錦糸町駅前,,B
錦糸町駅前,363,錦22,54,1,1,1,毛利二丁目,錦糸町駅前,,B
錦糸町駅前,363,錦25,55,1,12,11,亀戸一丁目,葛西駅前,,B
江東車庫前,362,錦25,55,2,12,11,亀戸一丁目,葛西駅前,,B
亀戸一丁目,360,錦25,55,2,12,11,亀戸一丁目,葛西駅前,,B
亀戸駅通り,357,錦25,55,2,12,11,亀戸一丁目,葛西駅前,,B
両国四丁目,376,錦27,56,1,3,3,緑一丁目,両国駅前,,B
緑一丁目,373,錦27,56,2,3,3,緑一丁目,両国駅前,,B
両国駅前,369,錦27,56,1,3,3,緑一丁目,両国駅前,,B
両国駅入口,377,錦27,56,1,3,3,緑一丁目,両国駅前,,B
都営両国駅前,355,錦27,56,1,3,3,緑一丁目,両国駅前,,B
緑二丁目,372,錦27,56,2,3,3,緑一丁目,両国駅前,,B
緑三丁目,370,錦27,56,2,3,3,緑一丁目,両国駅前,,B
江東橋,368,錦27,56,2,3,3,緑一丁目,両国駅前,,B
旧安田庭園前,333,錦27,56,1,3,3,緑一丁目,両国駅前,,B
錦糸町駅前,363,錦27,56,2,3,3,緑一丁目,両国駅前,,B
江東車庫前,362,錦27,56,2,3,3,緑一丁目,両国駅前,,B
亀戸一丁目,360,錦27,56,2,3,3,緑一丁目,両国駅前,,B
亀戸駅通り,357,錦27,56,2,3,3,緑一丁目,両国駅前,,B
錦糸町駅前,363,錦27-3,57,1,1,0,亀戸一丁目,錦糸町駅前,,B
江東車庫前,362,錦27-3,57,2,1,0,亀戸一丁目,錦糸町駅前,,B
亀戸一丁目,360,錦27-3,57,2,1,0,亀戸一丁目,錦糸町駅前,,B
亀戸駅通り,357,錦27-3,57,2,1,0,亀戸一丁目,錦糸町駅前,,B
住吉駅前,407,錦28,58,2,6,5,毛利二丁目,東大島駅前,,B
江東公会堂前,406,錦28,58,2,6,5,毛利二丁目,東大島駅前,,B
毛利二丁目,389,錦28,58,2,6,5,毛利二丁目,東大島駅前,,B
錦糸町駅前,363,錦28,58,1,6,5,毛利二丁目,東大島駅前,,B
大島二丁目,405,錦28,58,2,6,5,毛利二丁目,東大島駅前,,B
錦糸町駅前,346,錦37,59,1,5,5,文花三丁目,錦糸町駅前,,B
錦糸公園前,331,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
太平三丁目,318,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
横川三丁目,298,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
業平四丁目,284,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
押上駅前,228,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
押上三丁目,249,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
十間橋通り,227,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
押上一丁目,219,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
文花三丁目,215,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
中居堀,206,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
八広二丁目,184,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
八広三丁目,165,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
八広四丁目,137,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
八広,106,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
新四ツ木橋,89,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
八広六丁目,118,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
四ツ木橋南詰,85,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
四ツ木橋,59,錦37,59,2,5,5,文花三丁目,錦糸町駅前,,B
錦糸町駅前,346,錦40,60,1,1,1,押上二丁目,錦糸町駅前,,B
錦糸公園前,331,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
太平三丁目,318,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
横川三丁目,298,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
業平四丁目,284,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
とうきょうスカイツリー駅前,238,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
押上,253,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
向島三丁目,208,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
押上二丁目,189,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
墨田区曳舟文化センター前,162,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
百花園前,115,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
白鬚橋東,99,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
白鬚橋,86,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
東向島広小路,129,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
水神前,76,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
梅若橋コミュニティ会館前,63,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
墨田二丁目,67,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
荒川区立第三中学校前,44,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
はなみずき通り中央,40,錦40,60,2,1,1,押上二丁目,錦糸町駅前,,B
森下駅前,414,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
千歳三丁目,394,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
高橋,428,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
緑一丁目,373,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
都営両国駅前,355,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
石原一丁目,326,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
本所一丁目,304,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
東駒形一丁目,275,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
吾妻橋一丁目,265,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
本所吾妻橋,262,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
とうきょうスカイツリー駅入口,259,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
押上,253,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
十間橋,266,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
亀戸四丁目,313,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
柳島,271,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
福神橋,295,門33,61,2,5,4,本所吾妻橋,亀戸駅前,,B
